slug,name,file,file_expanded,os_raw,os_canonical,type,description
mremote,Mremote,*\AppData\Roaming\Mremote\agent.log,*\AppData\Roaming\Mremote\agent.log,Windows,Windows,,Agent log written by the inspected Windows sample in existing sandbox evidence.
mremote,Mremote,*\AppData\Roaming\Mremote\enrolled.json,*\AppData\Roaming\Mremote\enrolled.json,Windows,Windows,,Enrollment cache path derived from the inspected Windows binary; contents are deployment-specific.
mremote,Mremote,*\AppData\Roaming\Mremote\consent.ok,*\AppData\Roaming\Mremote\consent.ok,Windows,Windows,,General-consent marker path derived from the inspected Windows binary.
mremoteng,mRemoteNG,C:\Users\*\AppData\Roaming\mRemoteNG\mRemoteNG.log,C:\Users\*\AppData\Roaming\mRemoteNG\mRemoteNG.log,Windows,Windows,,mRemoteNG log file
mremoteng,mRemoteNG,C:\Users\*\AppData\Roaming\mRemoteNG\confCons.xml,C:\Users\*\AppData\Roaming\mRemoteNG\confCons.xml,Windows,Windows,,mRemoteNG configuration file
mremoteng,mRemoteNG,C:\Users\*\AppData\*\mRemoteNG\**10\user.config,C:\Users\*\AppData\*\mRemoteNG\**10\user.config,Windows,Windows,,mRemoteNG user configuration file
mstsc,mstsc.exe (Microsoft Remote Desktop Connection),%USERPROFILE%\Documents\Default.rdp,C:\Users\*\Documents\Default.rdp,Windows,Windows,,Hidden default RDP connection profile created by mstsc.exe.
mstsc,mstsc.exe (Microsoft Remote Desktop Connection),%SystemRoot%\System32\termsrv.exe,C:\Windows\System32\termsrv.exe,Windows,Windows,,"Server-side Terminal Services / Remote Desktop Services host service that listens for inbound mstsc.exe sessions on TCP/3389. Present on the destination, not the client originating the connection."
netbird,NetBird,C:\Program Files\Netbird\netbird.exe,C:\Program Files\Netbird\netbird.exe,Windows,Windows,,NetBird client installation directory
netbird,NetBird,C:\ProgramData\Netbird\config.json,C:\ProgramData\Netbird\config.json,Windows,Windows,,NetBird configuration file
netbird,NetBird,/etc/netbird/config.json,/etc/netbird/config.json,Linux,Linux,,NetBird configuration file
netbird,NetBird,/var/log/netbird/*,/var/log/netbird/*,Linux,Linux,,NetBird log files
netbird,NetBird,/etc/netbird/install.conf,/etc/netbird/install.conf,Linux,Linux,,NetBird installation manifest written by the official install.sh — records the package manager type used.
netbird,NetBird,/Applications/NetBird UI.app,/Applications/NetBird UI.app,macOS,MacOS,,NetBird UI application bundle on macOS (installed via .pkg or Homebrew cask).
netbird,NetBird,C:\bin\netbird.msi,C:\bin\netbird.msi,Windows,Windows,,NetBird MSI dropped by the May 2025 Trellix-reported CFO spear-phishing campaign (silently installed by cis.vbs / Stage-2 VBS).
netbird,NetBird,C:\bin\OpenSSH.msi,C:\bin\OpenSSH.msi,Windows,Windows,,OpenSSH server MSI dropped alongside NetBird in the May 2025 CFO spear-phishing campaign (used to enable persistent SSH access).
netbird,NetBird,C:\bin\cis.vbs,C:\bin\cis.vbs,Windows,Windows,,Stage-2 VBScript dropper that installs NetBird and OpenSSH (May 2025 Trellix-reported campaign).
netbird,NetBird,C:\bin\trm.zip,C:\bin\trm.zip,Windows,Windows,,"ZIP staging archive containing NetBird and OpenSSH MSIs (renamed from ""trm"" payload fetched from the C2)."
netbird,NetBird,C:\temper\trm,C:\temper\trm,Windows,Windows,,Initial payload staging path used by the Stage-1 VBScript before being renamed to trm.zip (May 2025 campaign).
netlock_rmm,NetLock RMM,C:\temp\netlock rmm\installer\logs\*,C:\temp\netlock rmm\installer\logs\*,Windows,Windows,,Debug and error logs related to installation
netlock_rmm,NetLock RMM,C:\ProgramData\0x101 Cyber Security\NetLock RMM\Comm Agent\server_config.json,C:\ProgramData\0x101 Cyber Security\NetLock RMM\Comm Agent\server_config.json,Windows,Windows,,Server Configuration File
netlock_rmm,NetLock RMM,/etc/systemd/system/netlock-rmm-agent-comm.service,/etc/systemd/system/netlock-rmm-agent-comm.service,Linux,Linux,,Netlock RMM Agent comm agent service
netlock_rmm,NetLock RMM,/Library/LaunchDaemons/com.netlock.rmm.agentcomm.plist,/Library/LaunchDaemons/com.netlock.rmm.agentcomm.plist,macOS,MacOS,,macOS LaunchDaemon plist File
netlock_rmm,NetLock RMM,/var/log/netlock-rmm-agent-comm.log,/var/log/netlock-rmm-agent-comm.log,Linux,Linux,,RMM agent comm log (Non-Windows)
nexus_scogo,Nexus RMM (Scogo),nexusrmm.exe,nexusrmm.exe,Windows,Windows,,Windows Nexus RMM Agent setup filename from reviewed PE metadata.
nezha,Nezha,C:\nezha\nezha-agent.exe,C:\nezha\nezha-agent.exe,Windows,Windows,,Nezha Agent Windows binary (typical install path; vendor PowerShell installer drops it here)
nezha,Nezha,C:\nezha\config.yml,C:\nezha\config.yml,Windows,Windows,,"Nezha Agent configuration file (server address, client_secret, UUID). Sits alongside the agent binary by convention."
nezha,Nezha,/opt/nezha/agent/nezha-agent,/opt/nezha/agent/nezha-agent,Linux,Linux,,Nezha Agent Linux binary (default install path used by the official curl|bash installer)
nezha,Nezha,/opt/nezha/agent/config.yml,/opt/nezha/agent/config.yml,Linux,Linux,,"Nezha Agent configuration file on Linux (server address, client_secret, UUID)"
nezha,Nezha,/etc/systemd/system/nezha-agent.service,/etc/systemd/system/nezha-agent.service,Linux,Linux,,systemd unit file for Nezha Agent persistence on Linux
nezha,Nezha,/opt/nezha/dashboard/app,/opt/nezha/dashboard/app,Linux,Linux,,Nezha Dashboard server binary on Linux (when self-hosted dashboard is run on the same host)
ninite,Ninite Pro (Ninite Agent),%TEMP%\NiniteDownloads\*,C:\Users\*\AppData\Local\Temp\NiniteDownloads\*,Windows,Windows,,Default Ninite download cache where installers for target apps are staged.
ninite,Ninite Pro (Ninite Agent),NiniteUpdateSummary.log,NiniteUpdateSummary.log,Windows,Windows,,Ninite update and audit summary log written alongside the executable.
nvda,NVDA (Non-Visual Desktop Access),C:\Program Files (x86)\NVDA\nvda.exe,C:\Program Files (x86)\NVDA\nvda.exe,Windows,Windows,,NVDA installation directory
nvda,NVDA (Non-Visual Desktop Access),C:\Program Files\NVDA\nvda.exe,C:\Program Files\NVDA\nvda.exe,Windows,Windows,,NVDA installation directory (64-bit)
nvda,NVDA (Non-Visual Desktop Access),C:\Users\*\AppData\Roaming\nvda\nvda.log,C:\Users\*\AppData\Roaming\nvda\nvda.log,Windows,Windows,,NVDA log file
nvda,NVDA (Non-Visual Desktop Access),C:\Users\*\AppData\Roaming\nvda\nvda.ini,C:\Users\*\AppData\Roaming\nvda\nvda.ini,Windows,Windows,,NVDA configuration file
opendesk,OpenDesk RMM Agent,OpenDesk-RMM-Agent.exe,OpenDesk-RMM-Agent.exe,Windows,Windows,,Official Windows release-asset basename matching the inspected signed sample.
opendesk,OpenDesk RMM Agent,opendesk-rmm-agent.exe,opendesk-rmm-agent.exe,Windows,Windows,,Original filename in the inspected Windows sample's PE metadata.
opsbridge_agent,OpsBridge Agent,C:\Program Files\OpsBridge\OpsBridgeAgent.exe,C:\Program Files\OpsBridge\OpsBridgeAgent.exe,Windows,Windows,,Canonical agent executable installed by the observed MSI.
opsbridge_agent,OpsBridge Agent,C:\Program Files\OpsBridge\*.exe,C:\Program Files\OpsBridge\*.exe,Windows,Windows,,Randomly named persisted agent copy observed across sandbox runs.
opsbridge_agent,OpsBridge Agent,C:\ProgramData\OpsBridge\agent_state.json,C:\ProgramData\OpsBridge\agent_state.json,Windows,Windows,,Agent enrollment and runtime state.
opsbridge_agent,OpsBridge Agent,C:\ProgramData\OpsBridge\agent.log,C:\ProgramData\OpsBridge\agent.log,Windows,Windows,,Agent activity log.
opsbridge_agent,OpsBridge Agent,C:\ProgramData\OpsBridge\install.log,C:\ProgramData\OpsBridge\install.log,Windows,Windows,,Agent installation and persistence log.
opsbridge_agent,OpsBridge Agent,C:\ProgramData\OpsBridge\.persisted_v4,C:\ProgramData\OpsBridge\.persisted_v4,Windows,Windows,,Marker written after agent persistence is configured.
opsbridge_agent,OpsBridge Agent,C:\ProgramData\OpsBridge\task_*.json,C:\ProgramData\OpsBridge\task_*.json,Windows,Windows,,Per-job task file consumed by an OpsBridge worker process.
opsbridge_agent,OpsBridge Agent,C:\Windows\System32\Tasks\OpsBridge Agent,C:\Windows\System32\Tasks\OpsBridge Agent,Windows,Windows,,Scheduled task file used for agent persistence.
parsec,Parsec,C:\Program Files\Parsec\parsecd.exe,C:\Program Files\Parsec\parsecd.exe,Windows,Windows,,Main parsec executable
parsec,Parsec,C:\Program Files\Parsec\pservice.exe,C:\Program Files\Parsec\pservice.exe,Windows,Windows,,Background service managing input devices
parsec,Parsec,C:\Program Files\Parsec\teams.exe,C:\Program Files\Parsec\teams.exe,Windows,Windows,,Parsec for teams collaboration and user session management
pchelpware,PChelpware,C:\temp_phw,C:\temp_phw,Windows,Windows,,Folder that is created upon PcHelpWare execution
pdq_connect,PDQ Connect,C:\ProgramData\PDQ\PDQConnectAgent\PDQConnectAgent.db-journal,C:\ProgramData\PDQ\PDQConnectAgent\PDQConnectAgent.db-journal,Windows,Windows,,Journal file that is part of the database system used by the PDQ Connect Agent to manage and store data related to its operations
pitunnel,PiTunnel,/usr/local/bin/pitunnel,/usr/local/bin/pitunnel,Linux,Linux,,PiTunnel client binary (default install path)
pitunnel,PiTunnel,/etc/systemd/system/pitunnel.service,/etc/systemd/system/pitunnel.service,Linux,Linux,,systemd unit file for PiTunnel persistence (created when `--persist` flag is used)
radmin,RAdmin,C:\Windows\SysWOW64\rserver30\Radm_log.htm,C:\Windows\SysWOW64\rserver30\Radm_log.htm,Windows,Windows,,RAdmin log file (32-bit)
radmin,RAdmin,C:\Windows\System32\rserver30\Radm_log.htm,C:\Windows\System32\rserver30\Radm_log.htm,Windows,Windows,,RAdmin log file (64-bit)
radmin,RAdmin,C:\Windows\System32\rserver30\CHATLOGS\*\*.htm,C:\Windows\System32\rserver30\CHATLOGS\*\*.htm,Windows,Windows,,RAdmin chat logs
radmin,RAdmin,C:\Users\*\Documents\ChatLogs\*\*.htm,C:\Users\*\Documents\ChatLogs\*\*.htm,Windows,Windows,,RAdmin user chat logs
rdclient,RdClient,%APPDATA%\RdClient\*,C:\Users\*\AppData\Roaming\RdClient\*,Windows,Windows,,
remote_agent_agent,RemoteAgentAgent,C:\Program Files\RemoteAgent\RemoteAgentAgent.exe,C:\Program Files\RemoteAgent\RemoteAgentAgent.exe,Windows,Windows,,Agent executable installed by the recovered service-install script.
remote_agent_agent,RemoteAgentAgent,C:\Program Files\RemoteAgent\config.json,C:\Program Files\RemoteAgent\config.json,Windows,Windows,,Default configuration file identified in the reconstructed Python code; its path can be overridden by AGENT_CONFIG_PATH.
remote_agent_agent,RemoteAgentAgent,C:\Windows\Temp\RemoteAgent.msi,C:\Windows\Temp\RemoteAgent.msi,Windows,Windows,,Case-specific installer staging path observed before silent MSI installation.
remotely,Remotely,C:\Program Files\Remotely\Remotely_Agent.exe,C:\Program Files\Remotely\Remotely_Agent.exe,Windows,Windows,,Windows unattended agent installed by Install-Remotely.ps1 and configured as the Remotely_Service service binary.
remotely,Remotely,C:\Program Files\Remotely\Desktop\Remotely_Desktop.exe,C:\Program Files\Remotely\Desktop\Remotely_Desktop.exe,Windows,Windows,,Windows remote desktop client bundled under the Remotely installation directory.
remotely,Remotely,C:\Program Files\Remotely\ConnectionInfo.json,C:\Program Files\Remotely\ConnectionInfo.json,Windows,Windows,,"Remotely agent configuration containing device, organization, and server connection information."
remotely,Remotely,C:\Program Files\Remotely\etag.txt,C:\Program Files\Remotely\etag.txt,Windows,Windows,,ETag marker written by the Windows installer for update tracking.
remotely,Remotely,%TEMP%\Remotely_Install.txt,C:\Users\*\AppData\Local\Temp\Remotely_Install.txt,Windows,Windows,,Windows Remotely installer log path used by Install-Remotely.ps1.
remotely,Remotely,/usr/local/bin/Remotely/Remotely_Agent,/usr/local/bin/Remotely/Remotely_Agent,Linux/macOS,Linux,,Linux and macOS Remotely agent binary path used by upstream installers.
remotely,Remotely,/usr/local/bin/Remotely/Desktop/Remotely_Desktop,/usr/local/bin/Remotely/Desktop/Remotely_Desktop,Linux/macOS,Linux,,Linux and macOS remote desktop client path used by upstream installers.
remotely,Remotely,/usr/local/bin/Remotely/ConnectionInfo.json,/usr/local/bin/Remotely/ConnectionInfo.json,Linux/macOS,Linux,,Linux and macOS Remotely agent configuration file.
remotely,Remotely,/var/log/remotely/Agent_Install.log,/var/log/remotely/Agent_Install.log,Linux/macOS,Linux,,Linux and macOS installer log path used by upstream shell installers.
remotely,Remotely,/etc/systemd/system/remotely-agent.service,/etc/systemd/system/remotely-agent.service,Linux,Linux,,Linux systemd service file created by the upstream Ubuntu and Manjaro installers.
remotely,Remotely,/Library/LaunchDaemons/remotely-agent.plist,/Library/LaunchDaemons/remotely-agent.plist,macOS,MacOS,,macOS LaunchDaemon created by upstream macOS installers.
remotepulse,RemotePulse,C:\Program Files (x86)\RemotePulseAgent\InstallCore.exe,C:\Program Files (x86)\RemotePulseAgent\InstallCore.exe,Windows,Windows,,RemotePulse agent installer component observed in issue 226.
remotepulse,RemotePulse,C:\Program Files (x86)\RemotePulseAgent\agent.ps1,C:\Program Files (x86)\RemotePulseAgent\agent.ps1,Windows,Windows,,RemotePulse agent PowerShell script observed in issue 226.
remotepulse,RemotePulse,C:\Program Files (x86)\RemotePulseAgent\defender-exclude.ps1,C:\Program Files (x86)\RemotePulseAgent\defender-exclude.ps1,Windows,Windows,,RemotePulse Defender exclusion script observed in issue 226.
remotepulse,RemotePulse,C:\Program Files (x86)\RemotePulseAgent\install.ps1,C:\Program Files (x86)\RemotePulseAgent\install.ps1,Windows,Windows,,RemotePulse PowerShell installer script observed in issue 226.
remotepulse,RemotePulse,C:\Program Files (x86)\RemotePulseAgent\install.cmd,C:\Program Files (x86)\RemotePulseAgent\install.cmd,Windows,Windows,,RemotePulse command installer wrapper observed in issue 226.
remoteripple,Remote Ripple,%APPDATA%\GlavSoft\RemoteRipple\*,C:\Users\*\AppData\Roaming\GlavSoft\RemoteRipple\*,Windows,Windows,,Log files for RemoteRipple
remoteripple,Remote Ripple,%TEMP%\Remote_Ripple_*,C:\Users\*\AppData\Local\Temp\Remote_Ripple_*,Windows,Windows,,Temporary files/logs for RemoteRipple
remsupp,RemSupp,C:\Users\*\AppData\Local\Programs\RemSupp\RemSupp.exe,C:\Users\*\AppData\Local\Programs\RemSupp\RemSupp.exe,Windows,Windows,,Main RemSupp executable (Electron 36 / Chromium-based)
remsupp,RemSupp,C:\Users\*\AppData\Local\Programs\RemSupp\Uninstall RemSupp.exe,C:\Users\*\AppData\Local\Programs\RemSupp\Uninstall RemSupp.exe,Windows,Windows,,RemSupp uninstaller
remsupp,RemSupp,C:\Users\*\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\RemSupp.lnk,C:\Users\*\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\RemSupp.lnk,Windows,Windows,,Start menu shortcut
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\Local State,C:\Users\*\AppData\Roaming\RemSupp\Local State,Windows,Windows,,Application local state file
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\Preferences,C:\Users\*\AppData\Roaming\RemSupp\Preferences,Windows,Windows,,Application preferences file
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\chromium.log,C:\Users\*\AppData\Roaming\RemSupp\chromium.log,Windows,Windows,,Chromium log file
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\Crashpad\metadata,C:\Users\*\AppData\Roaming\RemSupp\Crashpad\metadata,Windows,Windows,,Crashpad metadata
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\Crashpad\settings.dat,C:\Users\*\AppData\Roaming\RemSupp\Crashpad\settings.dat,Windows,Windows,,Crashpad settings
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\Local Storage\leveldb\*,C:\Users\*\AppData\Roaming\RemSupp\Local Storage\leveldb\*,Windows,Windows,,Local storage LevelDB artifacts
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\sentry\queue\queue.json,C:\Users\*\AppData\Roaming\RemSupp\sentry\queue\queue.json,Windows,Windows,,Sentry queue artifact
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\sentry\scope_v3.json,C:\Users\*\AppData\Roaming\RemSupp\sentry\scope_v3.json,Windows,Windows,,Sentry scope artifact
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\sentry\session.json,C:\Users\*\AppData\Roaming\RemSupp\sentry\session.json,Windows,Windows,,Sentry session artifact
remsupp,RemSupp,C:\Users\*\AppData\Roaming\RemSupp\quitAndInstall.json,C:\Users\*\AppData\Roaming\RemSupp\quitAndInstall.json,Windows,Windows,,Updater state artifact
rg_system,RG System (RG Supervision),*\RG-Supervision\RG_Supervision.exe,*\RG-Supervision\RG_Supervision.exe,Windows,Windows,,"Product executable named in the inspected agent's copy-error string, scoped to the vendor's example installation directory; the installation path is configurable."
rg_system,RG System (RG Supervision),*\AppData\Local\Temp\rgsupv\cache\prepared,*\AppData\Local\Temp\rgsupv\cache\prepared,Windows,Windows,,Temporary cache artifact written by the inspected Windows sample in existing sandbox evidence.
rg_system,RG System (RG Supervision),/etc/init.d/rgsupv,/etc/init.d/rgsupv,Linux,Linux,,"SysV init script installed from rgsupv-init in the vendor's Linux monitoring-agent instructions; legacy documented artifact, not evidence of a current systemd unit."
rmmcrat,RMMCRAT,*\AppData\Roaming\rmm.exe,*\AppData\Roaming\rmm.exe,Windows,Windows,,Executable location observed in the intrusion; rmm.exe alone is a generic name and requires corroboration.
rmmcrat,RMMCRAT,C:\ProgramData\RMMAgent\client_id.bin,C:\ProgramData\RMMAgent\client_id.bin,Windows,Windows,,DPAPI-protected device identity documented by the reverse-engineering report under the observed enrollment directory.
rmmcrat,RMMCRAT,C:\ProgramData\RMMAgent\credentials.dat,C:\ProgramData\RMMAgent\credentials.dat,Windows,Windows,,DPAPI-protected issued agent token; enrollment data must not be included in public indicators.
rmmcrat,RMMCRAT,C:\ProgramData\RMMAgent\packages\Notepad++.exe,C:\ProgramData\RMMAgent\packages\Notepad++.exe,Windows,Windows,,Case-specific downloaded package path; the Notepad++-named task failed its integrity check before execution.
rmmmax,RMMmax,%ProgramData%\rmmmax\AgentService\RMMmaxAgentService.exe,C:\ProgramData\rmmmax\AgentService\RMMmaxAgentService.exe,Windows,Windows,,Windows service and tray UI executable; destination confirmed by the supplied Inno Setup installer.
rmmmax,RMMmax,%ProgramData%\RMMmax\AgentService\activity.log,C:\ProgramData\RMMmax\AgentService\activity.log,Windows,Windows,,Windows agent activity log path confirmed in the decompiled agent.
rmmmax,RMMmax,%SystemRoot%\Temp\rmmmax_*.ps1,C:\Windows\Temp\rmmmax_*.ps1,Windows,Windows,,Temporary PowerShell command scripts created by the Windows agent and deleted after execution.
rmmmax,RMMmax,/var/rmmmax/agentservice/rmmmax_agent.py,/var/rmmmax/agentservice/rmmmax_agent.py,Linux,Linux,,Linux agent script executed by Python 3; installed by the supplied shell installer.
rmmmax,RMMmax,/usr/local/bin/rmmmax-agent,/usr/local/bin/rmmmax-agent,Linux,Linux,,Linux CLI wrapper generated by install.sh; executes python3 with the agent script.
rmmmax,RMMmax,/etc/systemd/system/rmmmax-agent.service,/etc/systemd/system/rmmmax-agent.service,Linux,Linux,,Linux systemd unit; runs /usr/local/bin/rmmmax-agent run as root.
rmmmax,RMMmax,/var/rmmmax/agentservice/config.json,/var/rmmmax/agentservice/config.json,Linux,Linux,,Linux agent registration state and rotating authentication token.
rmmmax,RMMmax,/var/rmmmax/agentservice/activity.log,/var/rmmmax/agentservice/activity.log,Linux,Linux,,Linux agent activity log.
rmmmax,RMMmax,/Applications/RMMmax Agent.app/Contents/MacOS/RMMmax Agent,/Applications/RMMmax Agent.app/Contents/MacOS/RMMmax Agent,macOS,MacOS,,macOS UI executable confirmed by the app bundle and launchd UI plist; universal x86_64 and arm64 binary with an ad hoc signature.
rmmmax,RMMmax,/var/rmmmax/agentservice/rmmmax_agent.py,/var/rmmmax/agentservice/rmmmax_agent.py,macOS,MacOS,,macOS daemon script; launchd executes it with /usr/bin/python3 and the run argument.
rmmmax,RMMmax,/usr/local/bin/rmmmax-agent,/usr/local/bin/rmmmax-agent,macOS,MacOS,,macOS CLI wrapper generated by install.sh; executes /usr/bin/python3 with the agent script.
rmmmax,RMMmax,/Library/LaunchDaemons/com.rmmmax.agentservice.plist,/Library/LaunchDaemons/com.rmmmax.agentservice.plist,macOS,MacOS,,macOS launchd daemon configuration; starts the Python agent as root at boot.
rmmmax,RMMmax,/Library/LaunchAgents/com.rmmmax.agentui.plist,/Library/LaunchAgents/com.rmmmax.agentui.plist,macOS,MacOS,,macOS launchd UI configuration; starts RMMmax Agent with --tray at GUI login.
rmmmax,RMMmax,/var/rmmmax/agentservice/config.json,/var/rmmmax/agentservice/config.json,macOS,MacOS,,macOS agent registration state and authentication tokens.
rmmmax,RMMmax,/var/rmmmax/agentservice/state.json,/var/rmmmax/agentservice/state.json,macOS,MacOS,,macOS daemon's sanitized state file for the unprivileged UI.
rmmmax,RMMmax,/var/rmmmax/agentservice/activity.log,/var/rmmmax/agentservice/activity.log,macOS,MacOS,,macOS agent activity log.
rodexrmm,Rodex RMM,RodexAgent.exe,RodexAgent.exe,Windows,Windows,,"Rodex Go-based agent binary, ~7.3 MB. Unsigned. Multiple decoy filenames observed in the wild — match on the binary's PE version-block strings or authentihash rather than filename."
rodexrmm,Rodex RMM,C:\Windows\<random-6-9-char>.exe,C:\Windows\<random-6-9-char>.exe,Windows,Windows,,Stage-1 drop location pattern observed across multiple campaigns delivering RodexAgent.exe under random hex / lowercase filenames.
rodexrmm,Rodex RMM,<impersonated-org>Agent.exe,<impersonated-org>Agent.exe,Windows,Windows,,"Decoy installer naming pattern — RodexAgent.exe wrapped or renamed to look like a legitimate organisation's installer (PROSEGURAgent.exe, FundacinAdsisAgent.exe, Daleph-Install-Default.exe, SifemInstall.exe, AdobepluginD3238-Install-Default.exe, AccessWinRAR.exe, InvitationCard.exe observed in VirusTotal corpus)."
rustdesk,RustDesk,C:\Windows\ServiceProfiles\LocalService\AppData\Roaming\RustDesk\*,C:\Windows\ServiceProfiles\LocalService\AppData\Roaming\RustDesk\*,Windows,Windows,,N/A
screenconnect,ScreenConnect,C:\Program Files*\ScreenConnect\App_Data\Session.db,C:\Program Files*\ScreenConnect\App_Data\Session.db,Windows,Windows,,ScreenConnect session database
screenconnect,ScreenConnect,C:\Program Files*\ScreenConnect\App_Data\User.xml,C:\Program Files*\ScreenConnect\App_Data\User.xml,Windows,Windows,,ScreenConnect user configuration
screenconnect,ScreenConnect,C:\ProgramData\ScreenConnect Client*\user.config,C:\ProgramData\ScreenConnect Client*\user.config,Windows,Windows,,ScreenConnect client user configuration
setme_pro,SetMe PRO,C:\Program Files (x86)\Techinline Ltd\SetMe Unattended\Client\SetMe_Client.exe,C:\Program Files (x86)\Techinline Ltd\SetMe Unattended\Client\SetMe_Client.exe,Windows,Windows,,SetMe client executable reported in issue 231.
setme_pro,SetMe PRO,C:\Program Files (x86)\Techinline Ltd\SetMe Unattended\Module\*\tinUnattendedModule.exe,C:\Program Files (x86)\Techinline Ltd\SetMe Unattended\Module\*\tinUnattendedModule.exe,Windows,Windows,,Versioned unattended client module reported in issue 231 and confirmed by VirusTotal.
setme_pro,SetMe PRO,C:\Users\*\AppData\Local\Temp\tinClientExtractor-*\tinClientDesktopApplication.exe,C:\Users\*\AppData\Local\Temp\tinClientExtractor-*\tinClientDesktopApplication.exe,Windows,Windows,,Attended client desktop application extracted into a per-run temporary directory.
setme_pro,SetMe PRO,C:\Users\*\AppData\Local\Temp\tinClientExtractor-*\tinClientSessionManager.exe,C:\Users\*\AppData\Local\Temp\tinClientExtractor-*\tinClientSessionManager.exe,Windows,Windows,,Session manager extracted and launched by the attended client.
setme_pro,SetMe PRO,C:\ProgramData\Techinline Ltd\settings.ini*,C:\ProgramData\Techinline Ltd\settings.ini*,Windows,Windows,,SetMe client settings and lock files observed during sandbox execution.
setme_pro,SetMe PRO,C:\ProgramData\SetMe Client,C:\ProgramData\SetMe Client,Windows,Windows,,SetMe client ProgramData marker observed during sandbox execution.
setme_pro,SetMe PRO,C:\Windows\Temp\setme\Sentry\*,C:\Windows\Temp\setme\Sentry\*,Windows,Windows,,SetMe crash-reporting state created by the client.
shellhub,ShellHub,/usr/local/bin/shellhub-agent,/usr/local/bin/shellhub-agent,Linux,Linux,,ShellHub agent binary (default install path used by the vendor install.sh)
shellhub,ShellHub,/etc/shellhub-agent/agent.env,/etc/shellhub-agent/agent.env,Linux,Linux,,"ShellHub agent environment file (tenant_id, server_address, identity)"
shellhub,ShellHub,/etc/systemd/system/shellhub-agent.service,/etc/systemd/system/shellhub-agent.service,Linux,Linux,,systemd unit file for ShellHub agent persistence
simplehelp,SimpleHelp,C:\ProgramData\JWrapper-Remote Access\,C:\ProgramData\JWrapper-Remote Access\,Windows,Windows,,"Default SimpleHelp ""Remote Access"" service installation directory observed in Huntress reporting on Crazy ransomware operations."
simplehelp,SimpleHelp,%APPDATA%\JWrapper-SimpleSetup\,C:\Users\*\AppData\Roaming\JWrapper-SimpleSetup\,Windows,Windows,,"SimpleHelp customer-side setup/wrapper directory dropped by the SimpleSetup installer (e.g. windowslauncher.exe, SimpleSetupECompatibility.exe)."
splashtop,Splashtop,C:\windows\System32\winevt\Logs\Splashtop-Splashtop Streamer-Status%4Operational.evtx,C:\windows\System32\winevt\Logs\Splashtop-Splashtop Streamer-Status%4Operational.evtx,Windows,Windows,,N/A
splashtop,Splashtop,C:\windows\System32\winevt\Logs\Splashtop-Splashtop Streamer-Remote Session%4Operational.evtx,C:\windows\System32\winevt\Logs\Splashtop-Splashtop Streamer-Remote Session%4Operational.evtx,Windows,Windows,,N/A
splashtop,Splashtop,%PROGRAMDATA%\Splashtop\Temp\log\FTCLog.txt,C:\ProgramData\Splashtop\Temp\log\FTCLog.txt,Windows,Windows,,N/A
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\agent_log.txt,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\agent_log.txt,Windows,Windows,,N/A
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\SPLog.txt,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\SPLog.txt,Windows,Windows,,N/A
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\svcinfo.txt,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\svcinfo.txt,Windows,Windows,,N/A
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\sysinfo.txt,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\log\sysinfo.txt,Windows,Windows,,N/A
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\SRService.exe,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\SRService.exe,Windows,Windows,,Splashtop Remote Service
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\SRAgent.exe,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\SRAgent.exe,Windows,Windows,,SplashTop Remote Agent
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Software Updater\SSUAgent.exe,C:\Program Files (x86)\Splashtop\Splashtop Software Updater\SSUAgent.exe,Windows,Windows,,Splashtop Updater
splashtop,Splashtop,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\SRUtility.exe,C:\Program Files (x86)\Splashtop\Splashtop Remote\Server\SRUtility.exe,Windows,Windows,,N/A
